survey,iso_code3,country,year,group,category,adjustment,comp_prim_v2,comp_lowsec_v2,comp_upsec_v2
MICS,PAN,Panama,2013,poorest by sex,poorest female,0,81.0555,52.28385,16.71807
MICS,PAN,Panama,2013,poorest by sex,poorest male,0,80.08012,55.78127,24.38496
MICS,PAN,Panama,2013,sex,female,0,95.35252,80.3289,69.01387
MICS,PAN,Panama,2013,sex,male,0,94.58561,75.23802,56.2474
MICS,PAN,Panama,2013,total,total,0,94.94645,77.49052,62.68874
MICS,PAN,Panama,2013,wealth,quintile 1,0,80.54024,54.20888,20.98166
MICS,PAN,Panama,2013,wealth,quintile 2,0,98.07888,65.30963,46.52558
MICS,PAN,Panama,2013,wealth,quintile 3,0,98.36294,82.10805,66.39983
MICS,PAN,Panama,2013,wealth,quintile 4,0,99.36095,92.44089,80.39703
MICS,PAN,Panama,2013,wealth,quintile 5,0,99.95452,96.31775,94.56007
MICS,PRY,Paraguay,2016,location,rural,0,87.01097,65.07919,38.98519
MICS,PRY,Paraguay,2016,location,urban,0,93.82854,84.51319,68.91143
MICS,PRY,Paraguay,2016,poorest by sex,poorest female,0,87.96158,48.30003,25.8698
MICS,PRY,Paraguay,2016,poorest by sex,poorest male,0,70.3992,44.64416,18.06746
MICS,PRY,Paraguay,2016,sex,female,0,94.586,80.72039,63.01044
MICS,PRY,Paraguay,2016,sex,male,0,87.33332,74.08192,55.58041
MICS,PRY,Paraguay,2016,total,total,0,90.93803,77.53431,59.224
MICS,PRY,Paraguay,2016,wealth,quintile 1,0,78.80391,46.29452,21.34299
MICS,PRY,Paraguay,2016,wealth,quintile 2,0,91.14877,73.45183,43.34661
MICS,PRY,Paraguay,2016,wealth,quintile 3,0,93.98521,79.81717,60.81028
MICS,PRY,Paraguay,2016,wealth,quintile 4,0,96.36295,93.39242,81.24067
MICS,PRY,Paraguay,2016,wealth,quintile 5,0,99.78371,96.95636,90.69867
DHS,PER,Peru,2000,location,rural,1,76.97509,44.22285,32.13333
DHS,PER,Peru,2000,location,urban,1,94.8433,83.72499,77.21227
DHS,PER,Peru,2000,sex,female,1,88.58053,70.37437,62.39351
DHS,PER,Peru,2000,sex,male,1,88.41476,71.61416,64.59734
DHS,PER,Peru,2000,total,total,1,88.49445,71.01938,63.5435
DHS,PER,Peru,2008,location,rural,0,81.9217,58.89704,38.99417
DHS,PER,Peru,2008,location,urban,0,93.47681,87.30952,81.83211
DHS,PER,Peru,2008,poorest by sex,poorest female,0,66.52119,34.12162,15.629
DHS,PER,Peru,2008,poorest by sex,poorest male,0,72.60139,46.06126,21.19518
DHS,PER,Peru,2008,sex,female,0,89.00756,78.98074,70.58736
DHS,PER,Peru,2008,sex,male,0,89.74805,79.51427,71.92283
DHS,PER,Peru,2008,total,total,0,89.39029,79.27133,71.30613
DHS,PER,Peru,2008,wealth,quintile 1,0,70.06377,41.13708,18.46835
DHS,PER,Peru,2008,wealth,quintile 2,0,81.78222,57.44259,38.31237
DHS,PER,Peru,2008,wealth,quintile 3,0,90.64777,75.74875,65.62422
DHS,PER,Peru,2008,wealth,quintile 4,0,95.09223,89.35912,81.77775
DHS,PER,Peru,2008,wealth,quintile 5,0,96.96654,94.91619,92.56786
DHS,PER,Peru,2012,location,rural,0,88.35497,62.97356,46.94705
DHS,PER,Peru,2012,location,urban,0,95.51337,86.87692,82.3693
DHS,PER,Peru,2012,poorest by sex,poorest female,0,85.65082,53.76518,31.71869
DHS,PER,Peru,2012,poorest by sex,poorest male,0,83.51926,56.44096,40.19848
DHS,PER,Peru,2012,sex,female,0,94.11916,80.96026,72.5386
DHS,PER,Peru,2012,sex,male,0,92.05258,79.86016,74.9827
DHS,PER,Peru,2012,total,total,0,93.05812,80.38375,73.79953
DHS,PER,Peru,2012,wealth,quintile 1,0,84.40939,55.23362,36.07409
DHS,PER,Peru,2012,wealth,quintile 2,0,93.41814,72.52684,59.69608
DHS,PER,Peru,2012,wealth,quintile 3,0,95.25916,82.86404,77.2547
DHS,PER,Peru,2012,wealth,quintile 4,0,96.76725,91.67635,87.79838
DHS,PER,Peru,2012,wealth,quintile 5,0,97.5581,97.35147,95.3378
MICS,PHL,Philippines,1999,location,rural,0,78.87007,51.27853,
MICS,PHL,Philippines,1999,location,urban,0,88.10136,65.52471,
MICS,PHL,Philippines,1999,poorest by sex,poorest female,0,64.18129,38.5784,
MICS,PHL,Philippines,1999,poorest by sex,poorest male,0,50.8965,9.396464,
MICS,PHL,Philippines,1999,sex,female,0,86.48333,67.91827,
MICS,PHL,Philippines,1999,sex,male,0,79.72076,49.87367,
MICS,PHL,Philippines,1999,total,total,0,83.16176,58.86398,
MICS,PHL,Philippines,1999,wealth,quintile 1,0,57.49254,25.38173,
MICS,PHL,Philippines,1999,wealth,quintile 2,0,80.40168,47.36731,
MICS,PHL,Philippines,1999,wealth,quintile 3,0,88.27092,63.89317,
MICS,PHL,Philippines,1999,wealth,quintile 4,0,93.94854,70.80273,
MICS,PHL,Philippines,1999,wealth,quintile 5,0,95.52439,78.97526,
DHS,PHL,Philippines,2003,location,rural,0,80.82282,54.84922,47.34345
DHS,PHL,Philippines,2003,location,urban,0,90.45058,75.06512,70.20879
DHS,PHL,Philippines,2003,poorest by sex,poorest female,0,73.36017,38.34779,25.12136
DHS,PHL,Philippines,2003,poorest by sex,poorest male,0,52.87733,19.21477,14.08436
DHS,PHL,Philippines,2003,sex,female,0,90.94025,76.46178,68.77424
DHS,PHL,Philippines,2003,sex,male,0,80.19157,57.29249,53.29772
DHS,PHL,Philippines,2003,total,total,0,85.55798,66.0835,60.36248
DHS,PHL,Philippines,2003,wealth,quintile 1,0,61.60115,26.67263,18.70748
DHS,PHL,Philippines,2003,wealth,quintile 2,0,82.3282,50.88483,42.02037
DHS,PHL,Philippines,2003,wealth,quintile 3,0,91.82441,70.33058,62.5195
DHS,PHL,Philippines,2003,wealth,quintile 4,0,94.33566,81.31521,77.06461
DHS,PHL,Philippines,2003,wealth,quintile 5,0,96.42112,85.27283,84.39091
DHS,PHL,Philippines,2008,location,rural,0,79.70881,57.90416,52.504
DHS,PHL,Philippines,2008,location,urban,0,90.55147,76.87234,74.37373
DHS,PHL,Philippines,2008,poorest by sex,poorest female,0,72.48264,35.90588,25.3635
DHS,PHL,Philippines,2008,poorest by sex,poorest male,0,49.95432,20.89375,18.21102
DHS,PHL,Philippines,2008,sex,female,0,89.75436,76.8277,71.67605
DHS,PHL,Philippines,2008,sex,male,0,79.92593,59.79321,56.69865
DHS,PHL,Philippines,2008,total,total,0,84.73048,67.96304,64.09492
DHS,PHL,Philippines,2008,wealth,quintile 1,0,60.13463,26.77183,21.30431
DHS,PHL,Philippines,2008,wealth,quintile 2,0,82.94069,57.35574,48.95638
DHS,PHL,Philippines,2008,wealth,quintile 3,0,91.10945,73.31178,70.33311
DHS,PHL,Philippines,2008,wealth,quintile 4,0,95.45779,81.58193,78.38815
DHS,PHL,Philippines,2008,wealth,quintile 5,0,96.54042,87.80615,86.18294
DHS,PHL,Philippines,2013,location,rural,0,85.38675,65.8362,60.04507
DHS,PHL,Philippines,2013,location,urban,0,89.92646,76.71767,74.41255
DHS,PHL,Philippines,2013,poorest by sex,poorest female,0,80.34512,55.46815,37.71513
DHS,PHL,Philippines,2013,poorest by sex,poorest male,0,57.87467,28.68612,23.22537
DHS,PHL,Philippines,2013,sex,female,0,92.89826,82.29417,76.10941
DHS,PHL,Philippines,2013,sex,male,0,81.87631,61.49572,59.5075
DHS,PHL,Philippines,2013,total,total,0,87.44684,71.2675,67.47135
DHS,PHL,Philippines,2013,wealth,quintile 1,0,67.8612,39.3064,29.27904
DHS,PHL,Philippines,2013,wealth,quintile 2,0,86.76366,61.44249,54.25294
DHS,PHL,Philippines,2013,wealth,quintile 3,0,93.43817,75.4986,72.70275
DHS,PHL,Philippines,2013,wealth,quintile 4,0,95.60911,84.47537,82.18489
DHS,PHL,Philippines,2013,wealth,quintile 5,0,98.21005,92.00043,90.90611
MICS,MDA,RepublicofMoldova,2000,location,rural,1,98.79487,86.32753,31.01965
MICS,MDA,RepublicofMoldova,2000,location,urban,1,99.30593,93.53271,46.99445
MICS,MDA,RepublicofMoldova,2000,poorest by sex,poorest female,1,97.96845,83.91998,17.82227
MICS,MDA,RepublicofMoldova,2000,poorest by sex,poorest male,1,99.06738,70.20529,18.35847
MICS,MDA,RepublicofMoldova,2000,sex,female,1,98.89491,90.99686,40.32736
MICS,MDA,RepublicofMoldova,2000,sex,male,1,99.09133,87.85284,35.66618
MICS,MDA,RepublicofMoldova,2000,total,total,1,98.9941,89.4471,37.95413
MICS,MDA,RepublicofMoldova,2000,wealth,quintile 1,1,98.5079,76.77153,18.09055
MICS,MDA,RepublicofMoldova,2000,wealth,quintile 2,1,98.18634,87.74083,31.07285
MICS,MDA,RepublicofMoldova,2000,wealth,quintile 3,1,99.27942,89.5537,36.14065
MICS,MDA,RepublicofMoldova,2000,wealth,quintile 4,1,98.9236,92.46949,48.0965
MICS,MDA,RepublicofMoldova,2000,wealth,quintile 5,1,100,96.96909,51.35403
DHS,MDA,RepublicofMoldova,2005,location,rural,1,98.51337,90.52387,42.1718
DHS,MDA,RepublicofMoldova,2005,location,urban,1,99.91315,97.62828,73.21484
DHS,MDA,RepublicofMoldova,2005,poorest by sex,poorest female,1,97.80456,87.73132,30.85698
DHS,MDA,RepublicofMoldova,2005,poorest by sex,poorest male,1,95.075,70.39124,19.94558
DHS,MDA,RepublicofMoldova,2005,sex,female,1,99.14281,96.09338,62.86002
DHS,MDA,RepublicofMoldova,2005,sex,male,1,98.84904,91.09097,51.62804
DHS,MDA,RepublicofMoldova,2005,total,total,1,98.99595,93.62677,57.44404
DHS,MDA,RepublicofMoldova,2005,wealth,quintile 1,1,96.42103,78.73174,24.90917
DHS,MDA,RepublicofMoldova,2005,wealth,quintile 2,1,99.23394,91.12673,37.01655
DHS,MDA,RepublicofMoldova,2005,wealth,quintile 3,1,99.64983,95.08943,48.50692
DHS,MDA,RepublicofMoldova,2005,wealth,quintile 4,1,99.84946,97.83313,70.88023
DHS,MDA,RepublicofMoldova,2005,wealth,quintile 5,1,100,99.36121,79.67437
MICS,MDA,RepublicofMoldova,2012,location,rural,1,99.15707,95.12349,47.62745
MICS,MDA,RepublicofMoldova,2012,location,urban,1,99.51874,97.34441,81.28308
MICS,MDA,RepublicofMoldova,2012,poorest by sex,poorest female,1,97.41798,90.46136,21.38103
MICS,MDA,RepublicofMoldova,2012,poorest by sex,poorest male,1,98.13264,79.0828,18.43568
MICS,MDA,RepublicofMoldova,2012,sex,female,1,99.49802,97.46962,68.81059
MICS,MDA,RepublicofMoldova,2012,sex,male,1,99.0379,94.67609,60.02445
MICS,MDA,RepublicofMoldova,2012,total,total,1,99.26754,96.11317,64.38645
MICS,MDA,RepublicofMoldova,2012,wealth,quintile 1,1,97.8327,84.14756,19.84618
MICS,MDA,RepublicofMoldova,2012,wealth,quintile 2,1,98.92609,92.31831,41.37651
MICS,MDA,RepublicofMoldova,2012,wealth,quintile 3,1,99.34039,97.27452,62.97392
MICS,MDA,RepublicofMoldova,2012,wealth,quintile 4,1,100,99.15536,73.93615
MICS,MDA,RepublicofMoldova,2012,wealth,quintile 5,1,100,99.50473,86.91176
MICS,RWA,Rwanda,2000,location,rural,1,18.69581,5.320286,2.385499
DHS,RWA,Rwanda,2000,location,rural,1,22.49213,3.294719,1.302848
MICS,RWA,Rwanda,2000,location,urban,1,55.62659,28.12795,16.45646
DHS,RWA,Rwanda,2000,location,urban,1,50.60874,22.39697,14.45537
MICS,RWA,Rwanda,2000,poorest by sex,poorest female,1,8.935688,2.070498,0
MICS,RWA,Rwanda,2000,poorest by sex,poorest male,1,11.02033,0.6868914,0
MICS,RWA,Rwanda,2000,sex,female,1,25.50023,10.17087,5.299376
DHS,RWA,Rwanda,2000,sex,female,1,27.16285,6.89652,3.35069
DHS,RWA,Rwanda,2000,sex,male,1,28.51849,8.207116,5.325476
MICS,RWA,Rwanda,2000,sex,male,1,23.67659,9.67826,4.187205
DHS,RWA,Rwanda,2000,total,total,1,27.83772,7.484842,4.193107
MICS,RWA,Rwanda,2000,total,total,1,24.62177,9.95144,4.848079
MICS,RWA,Rwanda,2000,wealth,quintile 1,1,9.955175,1.379331,0
MICS,RWA,Rwanda,2000,wealth,quintile 2,1,13.73485,1.267636,0.4382771
MICS,RWA,Rwanda,2000,wealth,quintile 3,1,21.59253,5.30145,2.476979
MICS,RWA,Rwanda,2000,wealth,quintile 4,1,34.49851,15.49303,7.504582
MICS,RWA,Rwanda,2000,wealth,quintile 5,1,63.54805,39.66726,23.47861
DHS,RWA,Rwanda,2005,location,rural,0,8.417363,2.855515,1.861043
DHS,RWA,Rwanda,2005,location,urban,0,22.16552,19.48989,14.98472
DHS,RWA,Rwanda,2005,poorest by sex,poorest female,0,5.436138,1.940626,0
DHS,RWA,Rwanda,2005,poorest by sex,poorest male,0,2.003374,0.8354086,0.7741395
DHS,RWA,Rwanda,2005,sex,female,0,10.93098,6.379884,4.298985
DHS,RWA,Rwanda,2005,sex,male,0,10.01228,5.421387,4.342077
DHS,RWA,Rwanda,2005,total,total,0,10.48374,5.91146,4.318512
DHS,RWA,Rwanda,2005,wealth,quintile 1,0,3.92912,1.43061,0.3072186
DHS,RWA,Rwanda,2005,wealth,quintile 2,0,7.696029,0.6277345,0.9284045
DHS,RWA,Rwanda,2005,wealth,quintile 3,0,7.502668,1.615092,0.8245339
DHS,RWA,Rwanda,2005,wealth,quintile 4,0,8.133209,2.93318,2.164236
DHS,RWA,Rwanda,2005,wealth,quintile 5,0,24.46908,19.43835,14.34761
DHS,RWA,Rwanda,2010,location,rural,1,37.78415,11.7011,7.231513
DHS,RWA,Rwanda,2010,location,urban,1,51.80907,32.4729,25.0743
DHS,RWA,Rwanda,2010,poorest by sex,poorest female,1,18.41796,3.574517,0.6694025
DHS,RWA,Rwanda,2010,poorest by sex,poorest male,1,20.4073,5.744617,1.990376
DHS,RWA,Rwanda,2010,sex,female,1,40.81238,14.39902,9.405411
DHS,RWA,Rwanda,2010,sex,male,1,38.87215,16.53406,11.27694
DHS,RWA,Rwanda,2010,total,total,1,39.85742,15.4396,10.24556
DHS,RWA,Rwanda,2010,wealth,quintile 1,1,19.38587,4.532653,1.203605
DHS,RWA,Rwanda,2010,wealth,quintile 2,1,30.63246,5.727262,1.20137
DHS,RWA,Rwanda,2010,wealth,quintile 3,1,38.33661,7.942604,3.191422
DHS,RWA,Rwanda,2010,wealth,quintile 4,1,45.84727,15.74141,6.464017
DHS,RWA,Rwanda,2010,wealth,quintile 5,1,56.92899,33.54646,31.16362
DHS,RWA,Rwanda,2015,location,rural,1,51.35139,22.72408,11.32295
DHS,RWA,Rwanda,2015,location,urban,1,67.74018,46.13998,38.01204
DHS,RWA,Rwanda,2015,poorest by sex,poorest female,1,38.02995,11.59005,4.299416
DHS,RWA,Rwanda,2015,poorest by sex,poorest male,1,26.46464,11.06086,2.339106
DHS,RWA,Rwanda,2015,sex,female,1,61.08426,30.24345,16.19956
DHS,RWA,Rwanda,2015,sex,male,1,47.60269,25.31552,19.20501
DHS,RWA,Rwanda,2015,total,total,1,54.27251,27.93269,17.53984
DHS,RWA,Rwanda,2015,wealth,quintile 1,1,32.09937,11.35995,3.492935
DHS,RWA,Rwanda,2015,wealth,quintile 2,1,47.20593,10.79856,4.45662
DHS,RWA,Rwanda,2015,wealth,quintile 3,1,55.1885,20.94563,10.59148
DHS,RWA,Rwanda,2015,wealth,quintile 4,1,59.49945,33.67239,16.88908
DHS,RWA,Rwanda,2015,wealth,quintile 5,1,67.35386,47.8554,42.01402
MICS,LCA,SaintLucia,2012,location,rural,1,98.90945,91.82539,80.5427
MICS,LCA,SaintLucia,2012,location,urban,1,100,91.7079,73.10111
MICS,LCA,SaintLucia,2012,poorest by sex,poorest female,1,100,93.09446,72.42283
MICS,LCA,SaintLucia,2012,poorest by sex,poorest male,1,98.2143,80.46469,59.5221
MICS,LCA,SaintLucia,2012,sex,female,1,99.06557,97.15356,85.54332
MICS,LCA,SaintLucia,2012,sex,male,1,99.18638,86.02541,72.27248
MICS,LCA,SaintLucia,2012,total,total,1,99.13015,91.80486,79.46659
MICS,LCA,SaintLucia,2012,wealth,quintile 1,1,99.02676,86.51321,65.32207
MICS,LCA,SaintLucia,2012,wealth,quintile 2,1,99.21367,96.08228,90.3145
MICS,STP,SaoTomeandPrincipe,2000,location,rural,0,41.08123,23.11565,4.357702
MICS,STP,SaoTomeandPrincipe,2000,location,urban,0,58.71316,32.06593,8.356647
MICS,STP,SaoTomeandPrincipe,2000,poorest by sex,poorest female,0,33.98207,8.941065,0
MICS,STP,SaoTomeandPrincipe,2000,poorest by sex,poorest male,0,29.86765,16.02381,3.332522
MICS,STP,SaoTomeandPrincipe,2000,sex,female,0,51.53997,26.33172,4.22069
MICS,STP,SaoTomeandPrincipe,2000,sex,male,0,48.3545,29.45012,8.910007
MICS,STP,SaoTomeandPrincipe,2000,total,total,0,50.01047,27.76186,6.400596
MICS,STP,SaoTomeandPrincipe,2000,wealth,quintile 1,0,32.01955,12.40907,1.317578
MICS,STP,SaoTomeandPrincipe,2000,wealth,quintile 2,0,24.04839,11.18081,1.365999
MICS,STP,SaoTomeandPrincipe,2000,wealth,quintile 3,0,38.63702,14.98135,3.441338
MICS,STP,SaoTomeandPrincipe,2000,wealth,quintile 4,0,59.31237,26.95275,5.159145
MICS,STP,SaoTomeandPrincipe,2000,wealth,quintile 5,0,75.82174,55.15722,14.80629
DHS,STP,SaoTomeandPrincipe,2008,location,rural,1,62.95288,20.74371,3.95338
DHS,STP,SaoTomeandPrincipe,2008,location,urban,1,71.34838,37.57048,14.49121
DHS,STP,SaoTomeandPrincipe,2008,poorest by sex,poorest female,1,43.37204,9.648482,0
DHS,STP,SaoTomeandPrincipe,2008,poorest by sex,poorest male,1,39.35886,3.741117,4.059995
DHS,STP,SaoTomeandPrincipe,2008,sex,female,1,72.8607,29.62815,6.398363
DHS,STP,SaoTomeandPrincipe,2008,sex,male,1,62.64953,28.28643,12.94592
DHS,STP,SaoTomeandPrincipe,2008,total,total,1,67.31678,28.97947,9.37772
DHS,STP,SaoTomeandPrincipe,2008,wealth,quintile 1,1,41.33109,6.441094,2.16442
DHS,STP,SaoTomeandPrincipe,2008,wealth,quintile 2,1,47.09731,13.72048,3.96811
DHS,STP,SaoTomeandPrincipe,2008,wealth,quintile 3,1,71.02687,13.4219,4.74141
DHS,STP,SaoTomeandPrincipe,2008,wealth,quintile 4,1,76.02922,36.95638,15.52768
DHS,STP,SaoTomeandPrincipe,2008,wealth,quintile 5,1,90.05805,60.90399,18.7438
MICS,STP,SaoTomeandPrincipe,2014,location,rural,1,79.62334,28.10623,5.319061
MICS,STP,SaoTomeandPrincipe,2014,location,urban,1,86.50362,36.91843,9.55442
MICS,STP,SaoTomeandPrincipe,2014,poorest by sex,poorest female,1,72.79767,7.60217,4.744102
MICS,STP,SaoTomeandPrincipe,2014,poorest by sex,poorest male,1,69.69431,11.72268,0
MICS,STP,SaoTomeandPrincipe,2014,sex,female,1,87.44727,35.1217,9.484075
MICS,STP,SaoTomeandPrincipe,2014,sex,male,1,80.64348,33.14383,6.654269
MICS,STP,SaoTomeandPrincipe,2014,total,total,1,84.36964,34.15292,8.142587
MICS,STP,SaoTomeandPrincipe,2014,wealth,quintile 1,1,71.34621,9.806464,2.063905
MICS,STP,SaoTomeandPrincipe,2014,wealth,quintile 2,1,78.33769,19.39434,3.385388
MICS,STP,SaoTomeandPrincipe,2014,wealth,quintile 3,1,81.61963,33.11193,5.539362
MICS,STP,SaoTomeandPrincipe,2014,wealth,quintile 4,1,91.55835,46.69381,5.447069
MICS,STP,SaoTomeandPrincipe,2014,wealth,quintile 5,1,93.67331,53.77682,28.24321
MICS,SEN,Senegal,2000,location,rural,1,14.72628,3.596137,0.7826236
MICS,SEN,Senegal,2000,location,urban,1,54.08231,22.36712,11.09863
MICS,SEN,Senegal,2000,poorest by sex,poorest female,1,7.008807,0.6150117,0
MICS,SEN,Senegal,2000,poorest by sex,poorest male,1,16.21861,4.566546,1.238091
MICS,SEN,Senegal,2000,sex,female,1,27.83161,9.088037,2.986497
MICS,SEN,Senegal,2000,sex,male,1,38.56686,18.14369,10.06714
MICS,SEN,Senegal,2000,total,total,1,32.79289,13.08791,5.943854
MICS,SEN,Senegal,2000,wealth,quintile 1,1,11.06201,2.613286,0.4943779
MICS,SEN,Senegal,2000,wealth,quintile 2,1,12.24603,3.440054,1.150064
MICS,SEN,Senegal,2000,wealth,quintile 3,1,23.50774,5.312995,1.286823
MICS,SEN,Senegal,2000,wealth,quintile 4,1,42.95358,15.01188,4.519761
MICS,SEN,Senegal,2000,wealth,quintile 5,1,63.0077,27.82361,16.17998
DHS,SEN,Senegal,2005,location,rural,1,10.54006,1.234616,0.5589269
DHS,SEN,Senegal,2005,location,urban,1,40.53076,18.1206,5.501204
DHS,SEN,Senegal,2005,poorest by sex,poorest female,1,1.69658,0,0
DHS,SEN,Senegal,2005,poorest by sex,poorest male,1,7.885203,1.673866,0
DHS,SEN,Senegal,2005,sex,female,1,22.23406,7.554474,2.069994
DHS,SEN,Senegal,2005,sex,male,1,27.84762,12.93822,4.889063
DHS,SEN,Senegal,2005,total,total,1,24.8962,9.995059,3.300981
DHS,SEN,Senegal,2005,wealth,quintile 1,1,4.817329,0.6976785,0
DHS,SEN,Senegal,2005,wealth,quintile 2,1,9.185477,1.372384,0.5415655
DHS,SEN,Senegal,2005,wealth,quintile 3,1,20.99264,4.598011,1.351467
DHS,SEN,Senegal,2005,wealth,quintile 4,1,31.64886,11.86949,2.328033
DHS,SEN,Senegal,2005,wealth,quintile 5,1,49.73993,24.4304,8.31907
DHS,SEN,Senegal,2011,location,rural,1,27.7364,5.172816,0.9283809
DHS,SEN,Senegal,2011,location,urban,1,61.07824,26.80502,12.81978
DHS,SEN,Senegal,2011,poorest by sex,poorest female,1,19.266,1.294731,0.3024788
DHS,SEN,Senegal,2011,poorest by sex,poorest male,1,20.35454,5.415425,1.231787
DHS,SEN,Senegal,2011,sex,female,1,41.76526,12.74417,6.027577
DHS,SEN,Senegal,2011,sex,male,1,44.97352,20.93532,9.626155
DHS,SEN,Senegal,2011,total,total,1,43.36023,16.40443,7.572766
DHS,SEN,Senegal,2011,wealth,quintile 1,1,19.82217,3.139652,0.6557214
DHS,SEN,Senegal,2011,wealth,quintile 2,1,33.32504,6.797368,0.8629039
DHS,SEN,Senegal,2011,wealth,quintile 3,1,43.85226,15.49534,2.807812
DHS,SEN,Senegal,2011,wealth,quintile 4,1,49.75176,18.57154,5.297391
DHS,SEN,Senegal,2011,wealth,quintile 5,1,67.31372,31.52704,20.95218
DHS,SEN,Senegal,2014,location,rural,1,36.46823,12.2359,2.895405
DHS,SEN,Senegal,2014,location,urban,1,64.6753,30.63401,11.21621
DHS,SEN,Senegal,2014,poorest by sex,poorest female,1,28.67095,3.183631,0.2833809
DHS,SEN,Senegal,2014,poorest by sex,poorest male,1,32.71562,10.01617,1.224164
DHS,SEN,Senegal,2014,sex,female,1,49.97731,18.78066,4.273402
DHS,SEN,Senegal,2014,sex,male,1,50.39384,27.25101,12.08881
DHS,SEN,Senegal,2014,total,total,1,50.17369,22.5076,7.688774
DHS,SEN,Senegal,2014,wealth,quintile 1,1,30.64558,5.976484,0.6373143
DHS,SEN,Senegal,2014,wealth,quintile 2,1,38.43446,10.03911,0.732408
DHS,SEN,Senegal,2014,wealth,quintile 3,1,47.27453,15.30807,2.937104
DHS,SEN,Senegal,2014,wealth,quintile 4,1,52.86454,31.07263,4.382253
DHS,SEN,Senegal,2014,wealth,quintile 5,1,77.08127,39.04071,21.7007
DHS,SEN,Senegal,2015,location,rural,1,38.46246,12.71595,1.908411
DHS,SEN,Senegal,2015,location,urban,1,64.53644,31.46954,14.53313
DHS,SEN,Senegal,2015,poorest by sex,poorest female,1,28.30751,4.783099,0
DHS,SEN,Senegal,2015,poorest by sex,poorest male,1,33.22077,13.76163,1.482653
DHS,SEN,Senegal,2015,sex,female,1,50.94759,17.38656,7.016554
DHS,SEN,Senegal,2015,sex,male,1,49.7343,26.9055,10.54779
DHS,SEN,Senegal,2015,total,total,1,50.35411,21.63706,8.610175
DHS,SEN,Senegal,2015,wealth,quintile 1,1,30.74148,8.840084,0.6148698
DHS,SEN,Senegal,2015,wealth,quintile 2,1,41.51175,12.65432,1.876222
DHS,SEN,Senegal,2015,wealth,quintile 3,1,50.77919,21.02879,4.319776
DHS,SEN,Senegal,2015,wealth,quintile 4,1,56.6816,20.76465,7.267568
DHS,SEN,Senegal,2015,wealth,quintile 5,1,70.21366,42.17778,20.78722
MICS,SRB,Serbia,2005,location,rural,0,99.4038,96.93752,49.48318
MICS,SRB,Serbia,2005,location,urban,0,98.76888,97.42702,77.17898
MICS,SRB,Serbia,2005,poorest by sex,poorest female,0,95.94456,91.9706,38.43579
MICS,SRB,Serbia,2005,poorest by sex,poorest male,0,96.59208,87.04449,18.15812
MICS,SRB,Serbia,2005,sex,female,0,98.80993,98.10937,69.84917
MICS,SRB,Serbia,2005,sex,male,0,99.2744,96.22364,58.29218
MICS,SRB,Serbia,2005,total,total,0,99.03831,97.20667,64.34071
MICS,SRB,Serbia,2005,wealth,quintile 1,0,96.2573,89.63445,27.66805
MICS,SRB,Serbia,2005,wealth,quintile 2,0,99.53941,98.21558,45.98405
MICS,SRB,Serbia,2005,wealth,quintile 3,0,99.3035,99.70352,64.32949
MICS,SRB,Serbia,2005,wealth,quintile 4,0,100,98.62321,80.22583
MICS,SRB,Serbia,2005,wealth,quintile 5,0,100,99.29057,89.8362
MICS,SRB,Serbia,2010,location,rural,0,100,97.58981,50.99211
MICS,SRB,Serbia,2010,location,urban,0,99.91472,98.96059,79.35483
MICS,SRB,Serbia,2010,poorest by sex,poorest female,0,99.38387,87.31516,21.95117
MICS,SRB,Serbia,2010,poorest by sex,poorest male,0,100,94.87776,13.77601
MICS,SRB,Serbia,2010,sex,female,0,99.90488,97.64091,72.91058
MICS,SRB,Serbia,2010,sex,male,0,100,99.06016,64.40737
MICS,SRB,Serbia,2010,total,total,0,99.95129,98.35965,68.43941
MICS,SRB,Serbia,2010,wealth,quintile 1,0,99.72221,91.55646,17.70893
MICS,SRB,Serbia,2010,wealth,quintile 2,0,100,98.6072,62.94287
MICS,SRB,Serbia,2010,wealth,quintile 3,0,100,100,74.62807
MICS,SRB,Serbia,2010,wealth,quintile 4,0,100,100,77.41618
MICS,SRB,Serbia,2010,wealth,quintile 5,0,100,100,89.83134
MICS,SRB,Serbia,2014,location,rural,1,98.90688,98.19662,68.13739
MICS,SRB,Serbia,2014,location,urban,1,99.64783,98.26112,77.58126
MICS,SRB,Serbia,2014,poorest by sex,poorest female,1,96.79877,81.61422,40.00382
MICS,SRB,Serbia,2014,poorest by sex,poorest male,1,94.70164,94.61349,42.81178
MICS,SRB,Serbia,2014,sex,female,1,99.54742,97.775,82.05299
MICS,SRB,Serbia,2014,sex,male,1,99.15323,98.64822,66.23536
MICS,SRB,Serbia,2014,total,total,1,99.32182,98.23485,73.86961
MICS,SRB,Serbia,2014,wealth,quintile 1,1,95.53622,90.05676,41.70657
MICS,SRB,Serbia,2014,wealth,quintile 2,1,100,98.81866,65.73132
MICS,SRB,Serbia,2014,wealth,quintile 3,1,100,99.90936,76.86584
MICS,SRB,Serbia,2014,wealth,quintile 4,1,100,100,82.82077
MICS,SRB,Serbia,2014,wealth,quintile 5,1,100,100,92.89205
MICS,SLE,SierraLeone,2000,location,rural,1,14.06872,6.964657,0.6995357
MICS,SLE,SierraLeone,2000,location,urban,1,51.67437,32.77386,7.056226
MICS,SLE,SierraLeone,2000,poorest by sex,poorest female,1,6.715538,1.980104,0
